freq,nrg_bal,siec,unit,geo,time,value,dataset
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Austria,2021,7455.981,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Austria,2022,7463.073,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Austria,2023,6788.523,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Austria,2024,6875.366,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Poland,2013,14211.874,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Poland,2014,14154.142,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Poland,2015,14096.528,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Poland,2016,14653.06,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Poland,2017,15820.809,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Poland,2018,16327.204,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Poland,2019,16491.455,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Poland,2020,15920.468,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Poland,2021,16306.038,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Poland,2022,15151.19,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Poland,2023,14338.014,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Poland,2024,14534.874,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Portugal,2013,4598.647,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Portugal,2014,4405.499,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Portugal,2015,4411.521,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Portugal,2016,4381.447,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Portugal,2017,4525.297,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Portugal,2018,4553.901,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Portugal,2019,4618.128,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Portugal,2020,4447.539,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Portugal,2021,4531.067,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Portugal,2022,4504.165,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Portugal,2023,4312.763,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Portugal,2024,4472.519,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Romania,2013,6272.845,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Romania,2014,6427.425,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Romania,2015,6418.898,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Romania,2016,6263.796,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Romania,2017,6437.729,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Romania,2018,6612.433,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Romania,2019,6661.063,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Romania,2020,6437.031,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Romania,2021,6856.343,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Romania,2022,5739.746,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Romania,2023,4958.0,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Romania,2024,5042.183,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Slovenia,2013,1197.651,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Slovenia,2014,1231.213,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Slovenia,2015,1228.021,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Slovenia,2016,1242.337,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Slovenia,2017,1295.612,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Slovenia,2018,1319.176,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Slovenia,2019,1322.08,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Slovenia,2020,1256.408,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Slovenia,2021,1294.263,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Slovenia,2022,1181.138,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Slovenia,2023,1073.341,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Slovenia,2024,1081.758,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Slovakia,2013,3114.817,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Slovakia,2014,3241.628,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Slovakia,2015,3333.371,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Slovakia,2016,3308.576,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Slovakia,2017,3452.442,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Slovakia,2018,3662.539,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Slovakia,2019,3463.68,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Slovakia,2020,3138.177,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Slovakia,2021,3382.392,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Slovakia,2022,3167.959,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Slovakia,2023,2869.479,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Slovakia,2024,2875.036,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Finland,2013,10270.024,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Finland,2014,10218.642,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Finland,2015,10156.882,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Finland,2016,10500.774,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Finland,2017,10699.835,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Finland,2018,11038.184,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Finland,2019,10980.131,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Finland,2020,10257.554,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Finland,2021,10760.748,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Finland,2022,9736.046,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Finland,2023,9291.803,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Finland,2024,9390.176,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Sweden,2013,10940.065,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Sweden,2014,10712.063,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Sweden,2015,10920.312,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Sweden,2016,10879.933,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Sweden,2017,10828.964,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Sweden,2018,10925.172,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Sweden,2019,10783.745,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Sweden,2020,11059.63,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Sweden,2021,11023.122,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Sweden,2022,10954.768,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Sweden,2023,11253.547,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Sweden,2024,11104.048,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Iceland,2013,1424.41,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Iceland,2014,1442.055,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Iceland,2015,1460.048,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Iceland,2016,1344.211,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Iceland,2017,1394.304,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Iceland,2018,1401.396,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Iceland,2019,1315.423,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Iceland,2020,1298.431,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Iceland,2021,1330.039,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Iceland,2022,1374.644,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Iceland,2023,1389.684,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Iceland,2024,1369.054,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Liechtenstein,2013,,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Liechtenstein,2014,,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Liechtenstein,2015,,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Liechtenstein,2016,,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Liechtenstein,2017,,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Liechtenstein,2018,,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Liechtenstein,2019,,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Liechtenstein,2020,,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Liechtenstein,2021,,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Liechtenstein,2022,,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Liechtenstein,2023,,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Liechtenstein,2024,,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Norway,2013,6075.432,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Norway,2014,5964.68,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Norway,2015,6011.852,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Norway,2016,6048.598,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Norway,2017,6136.027,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Norway,2018,6247.574,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Norway,2019,6248.86,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Norway,2020,6301.997,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Norway,2021,6678.378,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Norway,2022,6463.182,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Norway,2023,6122.167,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Norway,2024,6073.523,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Switzerland,2013,,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Switzerland,2014,,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Switzerland,2015,,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Switzerland,2016,,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Switzerland,2017,,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Switzerland,2018,,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Switzerland,2019,,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Switzerland,2020,,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Switzerland,2021,,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Switzerland,2022,,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Switzerland,2023,,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Switzerland,2024,,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,United Kingdom,2013,23643.762,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,United Kingdom,2014,22967.703,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,United Kingdom,2015,23060.44,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,United Kingdom,2016,21304.966,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,United Kingdom,2017,21625.725,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,United Kingdom,2018,21689.348,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,United Kingdom,2019,21118.796,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,United Kingdom,2020,,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,United Kingdom,2021,,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,United Kingdom,2022,,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,United Kingdom,2023,,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,United Kingdom,2024,,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Montenegro,2013,183.351,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Montenegro,2014,133.191,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Montenegro,2015,131.817,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Montenegro,2016,120.024,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Montenegro,2017,139.009,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Montenegro,2018,135.524,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Montenegro,2019,137.222,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Montenegro,2020,133.129,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Montenegro,2021,138.656,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Montenegro,2022,89.434,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Montenegro,2023,85.137,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Montenegro,2024,87.303,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,North Macedonia,2013,555.332,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,North Macedonia,2014,517.614,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,North Macedonia,2015,474.779,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,North Macedonia,2016,441.263,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,North Macedonia,2017,388.256,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,North Macedonia,2018,412.335,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,North Macedonia,2019,450.049,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,North Macedonia,2020,460.846,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,North Macedonia,2021,483.86,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,North Macedonia,2022,373.789,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,North Macedonia,2023,337.602,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,North Macedonia,2024,307.934,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Albania,2013,281.451,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Albania,2014,372.768,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Albania,2015,301.176,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Albania,2016,285.923,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Albania,2017,405.514,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Albania,2018,457.432,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Albania,2019,366.407,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Albania,2020,385.24,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Albania,2021,446.307,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Albania,2022,430.752,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Albania,2023,403.808,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Albania,2024,409.139,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Serbia,2013,2395.892,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Serbia,2014,1955.714,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Serbia,2015,2046.578,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Serbia,2016,2174.093,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Serbia,2017,2266.02,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Serbia,2018,2397.904,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Serbia,2019,2211.385,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Serbia,2020,2025.761,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Serbia,2021,2119.302,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Serbia,2022,2241.068,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Serbia,2023,2230.487,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Serbia,2024,2219.956,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Türkiye,2013,24029.04,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Türkiye,2014,25101.897,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Türkiye,2015,26109.622,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Türkiye,2016,26330.093,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Türkiye,2017,32121.826,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Türkiye,2018,32331.058,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Türkiye,2019,30491.713,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Türkiye,2020,32577.26,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Türkiye,2021,36752.141,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Türkiye,2022,33339.942,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Türkiye,2023,32514.15,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Türkiye,2024,35201.438,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Bosnia and Herzegovina,2013,,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Bosnia and Herzegovina,2014,717.286,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Bosnia and Herzegovina,2015,756.627,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Bosnia and Herzegovina,2016,754.104,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Bosnia and Herzegovina,2017,828.931,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Bosnia and Herzegovina,2018,863.498,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Bosnia and Herzegovina,2019,752.725,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Bosnia and Herzegovina,2020,600.61,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Bosnia and Herzegovina,2021,703.358,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Bosnia and Herzegovina,2022,664.959,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Bosnia and Herzegovina,2023,561.031,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Bosnia and Herzegovina,2024,701.397,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Georgia,2013,732.581,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Georgia,2014,759.094,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Georgia,2015,776.551,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Georgia,2016,747.355,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Georgia,2017,836.142,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Georgia,2018,868.278,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Georgia,2019,822.425,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Georgia,2020,783.177,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Georgia,2021,826.807,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Georgia,2022,890.856,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Georgia,2023,777.133,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Georgia,2024,798.587,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Moldova,2013,250.298,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Moldova,2014,227.156,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Moldova,2015,212.33,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Moldova,2016,196.056,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Moldova,2017,211.736,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Moldova,2018,248.859,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Moldova,2019,231.5,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Moldova,2020,224.167,energy_consumption
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Moldova,2021,246.109,energy_consumption
