freq,nrg_bal,siec,unit,geo,time,value
Annual,Final consumption - transport sector - energy use,Total,Thousand tonnes of oil equivalent,Bosnia and Herzegovina,2018-01-01,1238.269
Annual,Final consumption - transport sector - energy use,Total,Thousand tonnes of oil equivalent,Bosnia and Herzegovina,2019-01-01,1322.151
Annual,Final consumption - transport sector - energy use,Total,Thousand tonnes of oil equivalent,Bosnia and Herzegovina,2020-01-01,1199.146
Annual,Final consumption - transport sector - energy use,Total,Thousand tonnes of oil equivalent,Bosnia and Herzegovina,2021-01-01,1376.913
Annual,Final consumption - transport sector - energy use,Total,Thousand tonnes of oil equivalent,Bosnia and Herzegovina,2022-01-01,1322.062
Annual,Final consumption - transport sector - energy use,Total,Thousand tonnes of oil equivalent,Bosnia and Herzegovina,2023-01-01,1352.325
Annual,Final consumption - transport sector - energy use,Total,Thousand tonnes of oil equivalent,Bosnia and Herzegovina,2024-01-01,1439.95
Annual,Final consumption - transport sector - energy use,Total,Thousand tonnes of oil equivalent,Georgia,2013-01-01,1110.934
Annual,Final consumption - transport sector - energy use,Total,Thousand tonnes of oil equivalent,Georgia,2014-01-01,1256.162
Annual,Final consumption - transport sector - energy use,Total,Thousand tonnes of oil equivalent,Georgia,2015-01-01,1365.34
Annual,Final consumption - transport sector - energy use,Total,Thousand tonnes of oil equivalent,Georgia,2016-01-01,1524.342
Annual,Final consumption - transport sector - energy use,Total,Thousand tonnes of oil equivalent,Georgia,2017-01-01,1384.402
Annual,Final consumption - transport sector - energy use,Total,Thousand tonnes of oil equivalent,Georgia,2018-01-01,1352.728
Annual,Final consumption - transport sector - energy use,Total,Thousand tonnes of oil equivalent,Georgia,2019-01-01,1404.052
Annual,Final consumption - transport sector - energy use,Total,Thousand tonnes of oil equivalent,Georgia,2020-01-01,1340.38
Annual,Final consumption - transport sector - energy use,Total,Thousand tonnes of oil equivalent,Georgia,2021-01-01,1485.046
Annual,Final consumption - transport sector - energy use,Total,Thousand tonnes of oil equivalent,Georgia,2022-01-01,1592.962
Annual,Final consumption - transport sector - energy use,Total,Thousand tonnes of oil equivalent,Georgia,2023-01-01,1688.899
Annual,Final consumption - transport sector - energy use,Total,Thousand tonnes of oil equivalent,Georgia,2024-01-01,1775.723
Annual,Final consumption - transport sector - energy use,Total,Thousand tonnes of oil equivalent,Moldova,2013-01-01,573.806
Annual,Final consumption - transport sector - energy use,Total,Thousand tonnes of oil equivalent,Moldova,2014-01-01,593.361
Annual,Final consumption - transport sector - energy use,Total,Thousand tonnes of oil equivalent,Moldova,2015-01-01,648.6
Annual,Final consumption - transport sector - energy use,Total,Thousand tonnes of oil equivalent,Moldova,2016-01-01,682.37
Annual,Final consumption - transport sector - energy use,Total,Thousand tonnes of oil equivalent,Moldova,2017-01-01,687.658
Annual,Final consumption - transport sector - energy use,Total,Thousand tonnes of oil equivalent,Moldova,2018-01-01,700.196
Annual,Final consumption - transport sector - energy use,Total,Thousand tonnes of oil equivalent,Moldova,2019-01-01,717.605
Annual,Final consumption - transport sector - energy use,Total,Thousand tonnes of oil equivalent,Moldova,2020-01-01,667.422
Annual,Final consumption - transport sector - energy use,Total,Thousand tonnes of oil equivalent,Moldova,2021-01-01,743.177
Annual,Final consumption - transport sector - energy use,Total,Thousand tonnes of oil equivalent,Moldova,2022-01-01,743.419
Annual,Final consumption - transport sector - energy use,Total,Thousand tonnes of oil equivalent,Moldova,2023-01-01,724.981
Annual,Final consumption - transport sector - energy use,Total,Thousand tonnes of oil equivalent,Moldova,2024-01-01,805.983
Annual,Final consumption - transport sector - energy use,Total,Thousand tonnes of oil equivalent,Ukraine,2013-01-01,11848.904
Annual,Final consumption - transport sector - energy use,Total,Thousand tonnes of oil equivalent,Ukraine,2014-01-01,10299.778
Annual,Final consumption - transport sector - energy use,Total,Thousand tonnes of oil equivalent,Ukraine,2015-01-01,8721.254
Annual,Final consumption - transport sector - energy use,Total,Thousand tonnes of oil equivalent,Ukraine,2016-01-01,9133.661
Annual,Final consumption - transport sector - energy use,Total,Thousand tonnes of oil equivalent,Ukraine,2017-01-01,9590.778
Annual,Final consumption - transport sector - energy use,Total,Thousand tonnes of oil equivalent,Ukraine,2018-01-01,9417.827
Annual,Final consumption - transport sector - energy use,Total,Thousand tonnes of oil equivalent,Ukraine,2019-01-01,10029.097
Annual,Final consumption - transport sector - energy use,Total,Thousand tonnes of oil equivalent,Ukraine,2020-01-01,8017.678
Annual,Final consumption - transport sector - energy use,Total,Thousand tonnes of oil equivalent,Kosovo*,2013-01-01,270.401
Annual,Final consumption - transport sector - energy use,Total,Thousand tonnes of oil equivalent,Kosovo*,2014-01-01,344.017
Annual,Final consumption - transport sector - energy use,Total,Thousand tonnes of oil equivalent,Kosovo*,2015-01-01,380.384
Annual,Final consumption - transport sector - energy use,Total,Thousand tonnes of oil equivalent,Kosovo*,2016-01-01,395.981
Annual,Final consumption - transport sector - energy use,Total,Thousand tonnes of oil equivalent,Kosovo*,2017-01-01,410.191
Annual,Final consumption - transport sector - energy use,Total,Thousand tonnes of oil equivalent,Kosovo*,2018-01-01,429.875
Annual,Final consumption - transport sector - energy use,Total,Thousand tonnes of oil equivalent,Kosovo*,2019-01-01,428.184
Annual,Final consumption - transport sector - energy use,Total,Thousand tonnes of oil equivalent,Kosovo*,2020-01-01,421.572
Annual,Final consumption - transport sector - energy use,Total,Thousand tonnes of oil equivalent,Kosovo*,2021-01-01,464.108
Annual,Final consumption - transport sector - energy use,Total,Thousand tonnes of oil equivalent,Kosovo*,2022-01-01,430.051
Annual,Final consumption - transport sector - energy use,Total,Thousand tonnes of oil equivalent,Kosovo*,2023-01-01,463.353
Annual,Final consumption - transport sector - energy use,Total,Thousand tonnes of oil equivalent,Kosovo*,2024-01-01,514.038
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,European Union - 27 countries (from 2020),2013-01-01,129351.828
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,European Union - 27 countries (from 2020),2014-01-01,119932.721
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,European Union - 27 countries (from 2020),2015-01-01,125024.521
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,European Union - 27 countries (from 2020),2016-01-01,126581.436
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,European Union - 27 countries (from 2020),2017-01-01,130118.721
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,European Union - 27 countries (from 2020),2018-01-01,128060.453
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,European Union - 27 countries (from 2020),2019-01-01,124708.571
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,European Union - 27 countries (from 2020),2020-01-01,117657.294
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,European Union - 27 countries (from 2020),2021-01-01,126541.96
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,European Union - 27 countries (from 2020),2022-01-01,117525.159
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,European Union - 27 countries (from 2020),2023-01-01,114267.598
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,European Union - 27 countries (from 2020),2024-01-01,116373.556
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Belgium,2013-01-01,4890.366
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Belgium,2014-01-01,4232.488
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Belgium,2015-01-01,4610.152
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Belgium,2016-01-01,4622.974
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Belgium,2017-01-01,4605.875
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Belgium,2018-01-01,4619.277
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Belgium,2019-01-01,4443.163
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Belgium,2020-01-01,4302.286
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Belgium,2021-01-01,4508.002
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Belgium,2022-01-01,3990.835
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Belgium,2023-01-01,3845.278
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Belgium,2024-01-01,3933.346
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Bulgaria,2013-01-01,1029.822
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Bulgaria,2014-01-01,992.002
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Bulgaria,2015-01-01,1078.658
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Bulgaria,2016-01-01,1157.041
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Bulgaria,2017-01-01,1167.156
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Bulgaria,2018-01-01,1231.216
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Bulgaria,2019-01-01,1268.032
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Bulgaria,2020-01-01,1066.112
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Bulgaria,2021-01-01,1299.855
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Bulgaria,2022-01-01,1343.364
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Bulgaria,2023-01-01,1264.733
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Bulgaria,2024-01-01,1320.059
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Czechia,2013-01-01,3010.066
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Czechia,2014-01-01,2922.578
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Czechia,2015-01-01,2977.367
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Czechia,2016-01-01,3091.444
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Czechia,2017-01-01,3180.772
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Czechia,2018-01-01,3127.767
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Czechia,2019-01-01,3191.895
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Czechia,2020-01-01,2987.13
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Czechia,2021-01-01,2966.844
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Czechia,2022-01-01,2889.892
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Czechia,2023-01-01,2693.4
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Czechia,2024-01-01,2746.66
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Denmark,2013-01-01,1985.862
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Denmark,2014-01-01,1868.206
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Denmark,2015-01-01,1917.091
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Denmark,2016-01-01,1968.055
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Denmark,2017-01-01,2002.267
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Denmark,2018-01-01,1972.969
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Denmark,2019-01-01,1908.308
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Denmark,2020-01-01,1793.418
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Denmark,2021-01-01,1982.613
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Denmark,2022-01-01,1895.789
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Denmark,2023-01-01,1879.707
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Denmark,2024-01-01,1938.118
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Germany,2013-01-01,33549.528
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Germany,2014-01-01,30766.034
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Germany,2015-01-01,32289.872
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Germany,2016-01-01,31865.517
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Germany,2017-01-01,31837.801
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Germany,2018-01-01,28892.812
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Germany,2019-01-01,27533.764
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Germany,2020-01-01,26842.069
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Germany,2021-01-01,30013.224
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Germany,2022-01-01,24742.311
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Germany,2023-01-01,23917.116
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Germany,2024-01-01,23800.773
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Estonia,2013-01-01,417.892
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Estonia,2014-01-01,457.642
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Estonia,2015-01-01,465.395
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Estonia,2016-01-01,498.236
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Estonia,2017-01-01,466.591
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Estonia,2018-01-01,490.285
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Estonia,2019-01-01,462.14
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Estonia,2020-01-01,467.154
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Estonia,2021-01-01,511.934
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Estonia,2022-01-01,455.451
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Estonia,2023-01-01,361.21
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Estonia,2024-01-01,483.237
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Ireland,2013-01-01,1445.343
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Ireland,2014-01-01,1434.864
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Ireland,2015-01-01,1521.144
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Ireland,2016-01-01,1544.653
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Ireland,2017-01-01,1537.548
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Ireland,2018-01-01,1701.461
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Ireland,2019-01-01,1736.599
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Ireland,2020-01-01,1636.774
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Ireland,2021-01-01,1760.914
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Ireland,2022-01-01,1836.283
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Ireland,2023-01-01,1918.591
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Ireland,2024-01-01,2031.138
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Greece,2013-01-01,1820.639
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Greece,2014-01-01,1714.028
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Greece,2015-01-01,1874.935
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Greece,2016-01-01,2037.527
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Greece,2017-01-01,2191.693
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Greece,2018-01-01,2093.373
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Greece,2019-01-01,2135.469
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Greece,2020-01-01,1903.485
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Greece,2021-01-01,2045.466
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Greece,2022-01-01,2107.524
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Greece,2023-01-01,2139.227
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Greece,2024-01-01,2311.334
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Spain,2013-01-01,9667.769
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Spain,2014-01-01,8933.937
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Spain,2015-01-01,9511.993
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Spain,2016-01-01,9830.589
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Spain,2017-01-01,10132.767
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Spain,2018-01-01,10287.346
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Spain,2019-01-01,10346.442
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Spain,2020-01-01,9558.346
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Spain,2021-01-01,10185.375
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Spain,2022-01-01,10190.443
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Spain,2023-01-01,10333.038
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Spain,2024-01-01,11081.821
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,France,2013-01-01,21890.101
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,France,2014-01-01,20279.472
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,France,2015-01-01,21001.628
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,France,2016-01-01,21031.736
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,France,2017-01-01,21271.658
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,France,2018-01-01,21132.815
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,France,2019-01-01,20554.193
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,France,2020-01-01,19182.269
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,France,2021-01-01,20566.923
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,France,2022-01-01,19362.864
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,France,2023-01-01,18244.251
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,France,2024-01-01,18466.726
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Croatia,2013-01-01,740.881
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Croatia,2014-01-01,693.717
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Croatia,2015-01-01,763.679
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Croatia,2016-01-01,780.992
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Croatia,2017-01-01,818.061
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Croatia,2018-01-01,832.935
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Croatia,2019-01-01,835.886
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Croatia,2020-01-01,757.788
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Croatia,2021-01-01,848.096
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Croatia,2022-01-01,808.947
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Croatia,2023-01-01,780.95
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Croatia,2024-01-01,787.559
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Italy,2013-01-01,15846.527
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Italy,2014-01-01,14666.679
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Italy,2015-01-01,15391.466
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Italy,2016-01-01,15439.966
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Italy,2017-01-01,18242.166
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Italy,2018-01-01,19002.194
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Italy,2019-01-01,18192.3
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Italy,2020-01-01,16557.57
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Italy,2021-01-01,16805.552
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Italy,2022-01-01,16137.505
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Italy,2023-01-01,16603.149
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Italy,2024-01-01,16977.244
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Cyprus,2013-01-01,204.729
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Cyprus,2014-01-01,202.013
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Cyprus,2015-01-01,209.278
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Cyprus,2016-01-01,223.134
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Cyprus,2017-01-01,231.734
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Cyprus,2018-01-01,272.279
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Cyprus,2019-01-01,284.275
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Cyprus,2020-01-01,238.034
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Cyprus,2021-01-01,261.095
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Cyprus,2022-01-01,286.497
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Cyprus,2023-01-01,292.293
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Cyprus,2024-01-01,310.819
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Latvia,2013-01-01,600.446
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Latvia,2014-01-01,608.772
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Latvia,2015-01-01,586.308
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Latvia,2016-01-01,592.494
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Latvia,2017-01-01,606.778
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Latvia,2018-01-01,591.751
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Latvia,2019-01-01,568.472
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Latvia,2020-01-01,549.954
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Latvia,2021-01-01,600.656
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Latvia,2022-01-01,569.985
