freq,nrg_bal,siec,unit,geo,time,value
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Czechia,2017-01-01,6734.121
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Czechia,2018-01-01,6699.106
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Czechia,2019-01-01,6618.619
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Czechia,2020-01-01,6567.069
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Czechia,2021-01-01,7013.271
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Czechia,2022-01-01,6564.625
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Czechia,2023-01-01,5966.333
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Czechia,2024-01-01,5671.87
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Denmark,2013-01-01,2179.385
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Denmark,2014-01-01,2120.55
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Denmark,2015-01-01,2116.284
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Denmark,2016-01-01,2185.46
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Denmark,2017-01-01,2284.643
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Denmark,2018-01-01,2318.685
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Denmark,2019-01-01,2257.662
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Denmark,2020-01-01,2307.445
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Denmark,2021-01-01,2478.016
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Denmark,2022-01-01,2268.129
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Denmark,2023-01-01,2135.92
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Denmark,2024-01-01,2133.981
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Germany,2013-01-01,56347.486
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Germany,2014-01-01,55725.644
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Germany,2015-01-01,56067.59
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Germany,2016-01-01,56677.082
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Germany,2017-01-01,57146.089
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Germany,2018-01-01,57090.092
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Germany,2019-01-01,55649.346
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Germany,2020-01-01,54762.64
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Germany,2021-01-01,56064.099
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Germany,2022-01-01,53008.103
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Germany,2023-01-01,49687.05
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Germany,2024-01-01,48368.387
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Estonia,2013-01-01,639.597
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Estonia,2014-01-01,555.819
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Estonia,2015-01-01,535.033
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Estonia,2016-01-01,457.757
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Estonia,2017-01-01,462.926
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Estonia,2018-01-01,485.921
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Estonia,2019-01-01,459.307
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Estonia,2020-01-01,408.037
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Estonia,2021-01-01,383.584
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Estonia,2022-01-01,358.4
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Estonia,2023-01-01,337.166
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Estonia,2024-01-01,494.025
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Ireland,2013-01-01,1932.741
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Ireland,2014-01-01,2002.211
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Ireland,2015-01-01,2039.926
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Ireland,2016-01-01,2114.94
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Ireland,2017-01-01,2219.211
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Ireland,2018-01-01,2272.157
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Ireland,2019-01-01,2269.197
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Ireland,2020-01-01,2274.801
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Ireland,2021-01-01,2266.444
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Ireland,2022-01-01,2172.552
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Ireland,2023-01-01,2128.803
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Ireland,2024-01-01,2174.005
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Greece,2013-01-01,2835.531
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Greece,2014-01-01,3088.3
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Greece,2015-01-01,3128.446
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Greece,2016-01-01,3073.122
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Greece,2017-01-01,2762.817
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Greece,2018-01-01,2738.854
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Greece,2019-01-01,2587.606
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Greece,2020-01-01,2523.498
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Greece,2021-01-01,2565.401
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Greece,2022-01-01,2565.529
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Greece,2023-01-01,2463.422
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Greece,2024-01-01,2500.426
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Spain,2013-01-01,19610.466
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Spain,2014-01-01,19320.72
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Spain,2015-01-01,19424.018
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Spain,2016-01-01,20653.448
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Spain,2017-01-01,21134.634
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Spain,2018-01-01,21262.424
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Spain,2019-01-01,21348.181
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Spain,2020-01-01,19646.016
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Spain,2021-01-01,20972.534
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Spain,2022-01-01,19083.933
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Spain,2023-01-01,18814.009
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Spain,2024-01-01,19093.126
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,France,2013-01-01,29612.313
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,France,2014-01-01,28536.948
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,France,2015-01-01,28013.166
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,France,2016-01-01,28737.843
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,France,2017-01-01,27997.768
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,France,2018-01-01,28105.929
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,France,2019-01-01,27605.17
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,France,2020-01-01,25513.117
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,France,2021-01-01,27645.797
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,France,2022-01-01,26038.606
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,France,2023-01-01,24450.687
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,France,2024-01-01,24067.715
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Croatia,2013-01-01,1075.141
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Croatia,2014-01-01,1066.433
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Croatia,2015-01-01,1056.141
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Croatia,2016-01-01,1057.427
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Croatia,2017-01-01,1148.118
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Croatia,2018-01-01,1161.853
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Croatia,2019-01-01,1172.434
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Croatia,2020-01-01,1171.272
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Croatia,2021-01-01,1191.359
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Croatia,2022-01-01,1128.479
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Croatia,2023-01-01,1173.888
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Croatia,2024-01-01,1157.171
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Italy,2013-01-01,25353.587
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Italy,2014-01-01,24739.085
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Italy,2015-01-01,24853.372
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Italy,2016-01-01,25088.949
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Italy,2017-01-01,24925.749
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Italy,2018-01-01,24663.854
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Italy,2019-01-01,24928.486
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Italy,2020-01-01,23861.103
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Italy,2021-01-01,25777.808
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Italy,2022-01-01,23871.595
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Italy,2023-01-01,22746.576
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Italy,2024-01-01,22900.505
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Cyprus,2013-01-01,186.089
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Cyprus,2014-01-01,225.539
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Cyprus,2015-01-01,211.592
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Cyprus,2016-01-01,215.369
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Cyprus,2017-01-01,234.2
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Cyprus,2018-01-01,227.688
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Cyprus,2019-01-01,228.648
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Cyprus,2020-01-01,244.584
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Cyprus,2021-01-01,246.344
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Cyprus,2022-01-01,250.728
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Cyprus,2023-01-01,252.856
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Cyprus,2024-01-01,246.834
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Latvia,2013-01-01,767.643
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Latvia,2014-01-01,791.158
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Latvia,2015-01-01,787.78
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Latvia,2016-01-01,748.954
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Latvia,2017-01-01,793.307
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Latvia,2018-01-01,897.845
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Latvia,2019-01-01,852.714
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Latvia,2020-01-01,870.882
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Latvia,2021-01-01,894.119
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Latvia,2022-01-01,907.175
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Latvia,2023-01-01,921.39
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Latvia,2024-01-01,920.233
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Lithuania,2013-01-01,1037.327
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Lithuania,2014-01-01,1033.722
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Lithuania,2015-01-01,982.755
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Lithuania,2016-01-01,988.969
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Lithuania,2017-01-01,1070.927
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Lithuania,2018-01-01,1106.588
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Lithuania,2019-01-01,1113.763
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Lithuania,2020-01-01,1024.34
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Lithuania,2021-01-01,1109.164
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Lithuania,2022-01-01,953.872
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Lithuania,2023-01-01,898.67
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Lithuania,2024-01-01,979.789
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Luxembourg,2013-01-01,662.241
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Luxembourg,2014-01-01,662.991
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Luxembourg,2015-01-01,645.852
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Luxembourg,2016-01-01,672.673
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Luxembourg,2017-01-01,630.695
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Luxembourg,2018-01-01,648.871
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Luxembourg,2019-01-01,631.731
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Luxembourg,2020-01-01,580.106
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Luxembourg,2021-01-01,607.148
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Luxembourg,2022-01-01,542.744
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Luxembourg,2023-01-01,496.168
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Luxembourg,2024-01-01,532.567
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Hungary,2013-01-01,3725.701
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Hungary,2014-01-01,3705.025
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Hungary,2015-01-01,3867.221
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Hungary,2016-01-01,3988.299
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Hungary,2017-01-01,4282.774
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Hungary,2018-01-01,4453.878
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Hungary,2019-01-01,4459.617
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Hungary,2020-01-01,4421.598
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Hungary,2021-01-01,4729.286
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Hungary,2022-01-01,4303.259
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Hungary,2023-01-01,3998.463
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Hungary,2024-01-01,4157.212
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Malta,2013-01-01,52.23
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Malta,2014-01-01,55.495
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Malta,2015-01-01,55.139
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Malta,2016-01-01,54.925
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Malta,2017-01-01,57.156
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Malta,2018-01-01,58.835
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Malta,2019-01-01,61.017
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Malta,2020-01-01,66.241
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Malta,2021-01-01,70.032
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Malta,2022-01-01,72.405
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Malta,2023-01-01,54.503
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Malta,2024-01-01,56.279
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Netherlands,2013-01-01,13350.828
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Netherlands,2014-01-01,13080.793
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Netherlands,2015-01-01,13143.134
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Netherlands,2016-01-01,13811.044
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Netherlands,2017-01-01,13784.187
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Netherlands,2018-01-01,13668.95
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Netherlands,2019-01-01,13295.047
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Netherlands,2020-01-01,13304.593
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Netherlands,2021-01-01,13314.44
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Netherlands,2022-01-01,12272.495
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Netherlands,2023-01-01,11640.785
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Netherlands,2024-01-01,12229.708
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Austria,2013-01-01,7494.58
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Austria,2014-01-01,7340.552
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Austria,2015-01-01,7363.897
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Austria,2016-01-01,7608.447
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Austria,2017-01-01,7629.156
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Austria,2018-01-01,7563.291
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Austria,2019-01-01,7542.285
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Austria,2020-01-01,7274.665
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Austria,2021-01-01,7455.981
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Austria,2022-01-01,7463.073
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Austria,2023-01-01,6788.523
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Austria,2024-01-01,6875.366
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Poland,2013-01-01,14211.874
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Poland,2014-01-01,14154.142
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Poland,2015-01-01,14096.528
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Poland,2016-01-01,14653.06
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Poland,2017-01-01,15820.809
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Poland,2018-01-01,16327.204
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Poland,2019-01-01,16491.455
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Poland,2020-01-01,15920.468
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Poland,2021-01-01,16306.038
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Poland,2022-01-01,15151.19
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Poland,2023-01-01,14338.014
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Poland,2024-01-01,14534.874
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Portugal,2013-01-01,4598.647
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Portugal,2014-01-01,4405.499
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Portugal,2015-01-01,4411.521
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Portugal,2016-01-01,4381.447
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Portugal,2017-01-01,4525.297
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Portugal,2018-01-01,4553.901
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Portugal,2019-01-01,4618.128
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Portugal,2020-01-01,4447.539
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Portugal,2021-01-01,4531.067
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Portugal,2022-01-01,4504.165
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Portugal,2023-01-01,4312.763
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Portugal,2024-01-01,4472.519
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Romania,2013-01-01,6272.845
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Romania,2014-01-01,6427.425
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Romania,2015-01-01,6418.898
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Romania,2016-01-01,6263.796
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Romania,2017-01-01,6437.729
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Romania,2018-01-01,6612.433
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Romania,2019-01-01,6661.063
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Romania,2020-01-01,6437.031
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Romania,2021-01-01,6856.343
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Romania,2022-01-01,5739.746
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Romania,2023-01-01,4958.0
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Romania,2024-01-01,5042.183
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Slovenia,2013-01-01,1197.651
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Slovenia,2014-01-01,1231.213
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Slovenia,2015-01-01,1228.021
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Slovenia,2016-01-01,1242.337
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Slovenia,2017-01-01,1295.612
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Slovenia,2018-01-01,1319.176
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Slovenia,2019-01-01,1322.08
Annual,Final consumption - industry sector - energy use,Total,Thousand tonnes of oil equivalent,Slovenia,2020-01-01,1256.408
